Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
google/gemini-2.0-flash-lite-001	skill	note length statistics	6	3	3	0	0	50.0	0.0	0.0	15.39	0.000594
google/gemini-2.0-flash-lite-001	skill	pitch recognition	9	2	7	0	0	22.22	0.0	0.0	28.34	0.001186
google/gemini-2.0-flash-lite-001	skill	pitch statistics	6	3	3	0	0	50.0	0.0	0.0	21.49	0.000962
google/gemini-2.0-flash-lite-001	skill	rhythm pattern	9	4	5	0	0	44.44	0.0	0.0	27.3	0.001163
google/gemini-2.0-flash-lite-001	skill	rhythm pattern statistics	6	1	5	0	0	16.67	0.0	0.0	19.2	0.000775
google/gemini-2.0-flash-lite-001	skill	tonality recognition	6	3	3	0	0	50.0	0.0	0.0	14.85	0.000667
google/gemini-2.0-flash-lite-001	rel/abs	absolute	36	12	24	0	0	33.33	0.0	0.0	112.72	0.00483
google/gemini-2.0-flash-lite-001	rel/abs	relative	39	9	30	0	0	23.08	0.0	0.0	118.38	0.004876
google/gemini-2.0-flash-lite-001	specification	harmony-absolute	6	0	6	0	0	0.0	0.0	0.0	18.38	0.000793
google/gemini-2.0-flash-lite-001	specification	harmony-relative	9	3	6	0	0	33.33	0.0	0.0	24.87	0.001076
google/gemini-2.0-flash-lite-001	specification	pitch-absolute	15	5	10	0	0	33.33	0.0	0.0	49.83	0.002148
google/gemini-2.0-flash-lite-001	specification	pitch-relative	15	1	14	0	0	6.67	0.0	0.0	47.01	0.001863
google/gemini-2.0-flash-lite-001	specification	rhythm-absolute	15	7	8	0	0	46.67	0.0	0.0	44.52	0.001889
google/gemini-2.0-flash-lite-001	specification	rhythm-relative	15	5	10	0	0	33.33	0.0	0.0	46.5	0.001938
