Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
google/gemini-2.0-flash-lite-001	is_nota_correct	0	360	141	219	1	2	39.17	0.46	0.91	1722.19	0.258135
google/gemini-2.0-flash-lite-001	is_nota_correct	1	101	33	68	0	0	32.67	0.0	0.0	361.88	0.07457
google/gemini-2.0-flash-lite-001	meta-question_id	0	45	14	31	0	0	31.11	0.0	0.0	138.58	0.036366
google/gemini-2.0-flash-lite-001	meta-question_id	1	38	23	15	0	0	60.53	0.0	0.0	133.92	0.030769
google/gemini-2.0-flash-lite-001	meta-question_id	2	37	13	24	0	0	35.14	0.0	0.0	136.48	0.022415
google/gemini-2.0-flash-lite-001	meta-question_id	3	38	27	11	0	0	71.05	0.0	0.0	124.08	0.025057
google/gemini-2.0-flash-lite-001	meta-question_id	4	73	19	54	1	0	26.03	1.85	0.0	286.97	0.050759
google/gemini-2.0-flash-lite-001	meta-question_id	5	38	18	20	0	0	47.37	0.0	0.0	159.35	0.024926
google/gemini-2.0-flash-lite-001	meta-question_id	6	43	5	38	0	1	11.63	0.0	2.63	278.14	0.031436
google/gemini-2.0-flash-lite-001	meta-question_id	7	36	14	22	0	1	38.89	0.0	4.55	376.7	0.024872
google/gemini-2.0-flash-lite-001	meta-question_id	8	74	33	41	0	0	44.59	0.0	0.0	254.26	0.051191
google/gemini-2.0-flash-lite-001	meta-question_id	9	39	8	31	0	0	20.51	0.0	0.0	195.57	0.034916
google/gemini-2.0-flash-lite-001	category	harmony	149	55	94	0	1	36.91	0.0	1.06	826.53	0.110978
google/gemini-2.0-flash-lite-001	category	pitch	158	77	81	0	0	48.73	0.0	0.0	533.07	0.114607
google/gemini-2.0-flash-lite-001	category	rhythm	154	42	112	1	1	27.27	0.89	0.89	724.47	0.10712
google/gemini-2.0-flash-lite-001	subcategory	harmony-absolute	74	33	41	0	0	44.59	0.0	0.0	254.26	0.051191
google/gemini-2.0-flash-lite-001	subcategory	harmony-relative	75	22	53	0	1	29.33	0.0	1.89	572.28	0.059788
google/gemini-2.0-flash-lite-001	subcategory	pitch-absolute	83	37	46	0	0	44.58	0.0	0.0	272.51	0.067135
google/gemini-2.0-flash-lite-001	subcategory	pitch-relative	75	40	35	0	0	53.33	0.0	0.0	260.56	0.047472
google/gemini-2.0-flash-lite-001	subcategory	rhythm-absolute	73	19	54	1	0	26.03	1.85	0.0	286.97	0.050759
google/gemini-2.0-flash-lite-001	subcategory	rhythm-relative	81	23	58	0	1	28.4	0.0	1.72	437.49	0.056361
google/gemini-2.0-flash-lite-001	skill	cadence recognition	39	8	31	0	0	20.51	0.0	0.0	195.57	0.034916
google/gemini-2.0-flash-lite-001	skill	chord recognition	74	33	41	0	0	44.59	0.0	0.0	254.26	0.051191
google/gemini-2.0-flash-lite-001	skill	interval recognition	37	13	24	0	0	35.14	0.0	0.0	136.48	0.022415
google/gemini-2.0-flash-lite-001	skill	interval statistics	38	27	11	0	0	71.05	0.0	0.0	124.08	0.025057
google/gemini-2.0-flash-lite-001	skill	note length	73	19	54	1	0	26.03	1.85	0.0	286.97	0.050759
google/gemini-2.0-flash-lite-001	skill	pitch recognition	45	14	31	0	0	31.11	0.0	0.0	138.58	0.036366
google/gemini-2.0-flash-lite-001	skill	pitch statistics	38	23	15	0	0	60.53	0.0	0.0	133.92	0.030769
google/gemini-2.0-flash-lite-001	skill	rhythm pattern	43	5	38	0	1	11.63	0.0	2.63	278.14	0.031436
google/gemini-2.0-flash-lite-001	skill	time signature	38	18	20	0	0	47.37	0.0	0.0	159.35	0.024926
google/gemini-2.0-flash-lite-001	skill	tonality recognition	36	14	22	0	1	38.89	0.0	4.55	376.7	0.024872
google/gemini-2.0-flash-lite-001	rel/abs	absolute	230	89	141	1	0	38.7	0.71	0.0	813.74	0.169084
google/gemini-2.0-flash-lite-001	rel/abs	relative	231	85	146	0	2	36.8	0.0	1.37	1270.33	0.163621
