Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	is_nota_correct	1	150	129	21	0	0	86.0	0.0	0.0	1508.14	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	1	75	10	65	0	0	13.33	0.0	0.0	1331.76	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	10	51	14	37	1	0	27.45	2.7	0.0	442.84	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	11	48	12	36	0	0	25.0	0.0	0.0	167.31	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	2	75	19	56	0	0	25.33	0.0	0.0	1580.76	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	3	75	15	60	0	0	20.0	0.0	0.0	397.7	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	4	75	20	55	0	0	26.67	0.0	0.0	729.48	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	5	75	19	56	0	0	25.33	0.0	0.0	325.49	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	6	75	29	46	0	0	38.67	0.0	0.0	577.59	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	7	75	17	58	0	0	22.67	0.0	0.0	1505.49	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	8	75	11	64	0	0	14.67	0.0	0.0	1109.17	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	9	51	9	42	0	0	17.65	0.0	0.0	241.16	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	category	harmony	150	35	115	1	0	23.33	0.87	0.0	851.31	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	category	pitch	300	64	236	0	0	21.33	0.0	0.0	4039.7	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	category	rhythm	300	76	224	0	0	25.33	0.0	0.0	3517.74	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	subcategory	harmonic-recognition	150	35	115	1	0	23.33	0.87	0.0	851.31	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	subcategory	interval-recognition	150	35	115	0	0	23.33	0.0	0.0	1127.18	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	subcategory	pitch-recognition	150	29	121	0	0	19.33	0.0	0.0	2912.52	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	subcategory	proportion-recognition	150	28	122	0	0	18.67	0.0	0.0	2614.66	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	subcategory	rhythmic-recognition	150	48	102	0	0	32.0	0.0	0.0	903.08	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	cadence recognition	48	12	36	0	0	25.0	0.0	0.0	167.31	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	chord recognition	51	14	37	1	0	27.45	2.7	0.0	442.84	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	interval recognition	75	15	60	0	0	20.0	0.0	0.0	397.7	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	interval statistics	75	20	55	0	0	26.67	0.0	0.0	729.48	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	note length	75	19	56	0	0	25.33	0.0	0.0	325.49	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	note length statistics	75	29	46	0	0	38.67	0.0	0.0	577.59	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	pitch recognition	75	10	65	0	0	13.33	0.0	0.0	1331.76	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	pitch statistics	75	19	56	0	0	25.33	0.0	0.0	1580.76	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	rhythm pattern	75	17	58	0	0	22.67	0.0	0.0	1505.49	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	rhythm pattern statistics	75	11	64	0	0	14.67	0.0	0.0	1109.17	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	skill	tonality recognition	51	9	42	0	0	17.65	0.0	0.0	241.16	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	rel/abs	absolute	351	91	260	1	0	25.93	0.38	0.0	4258.45	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	rel/abs	relative	399	84	315	0	0	21.05	0.0	0.0	4150.31	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	specification	harmony-absolute	51	14	37	1	0	27.45	2.7	0.0	442.84	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	specification	harmony-relative	99	21	78	0	0	21.21	0.0	0.0	408.47	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	specification	pitch-absolute	150	29	121	0	0	19.33	0.0	0.0	2912.52	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	specification	pitch-relative	150	35	115	0	0	23.33	0.0	0.0	1127.18	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	specification	rhythm-absolute	150	48	102	0	0	32.0	0.0	0.0	903.08	0.0
white-noise-Qwen/Qwen3-Omni-30B-A3B-Thinking	specification	rhythm-relative	150	28	122	0	0	18.67	0.0	0.0	2614.66	0.0
