Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
text-only-google/gemini-2.0-flash-lite-001	category	pitch	78	17	61	5	2	21.79	8.2	3.28	800.25	0.005615
text-only-google/gemini-2.0-flash-lite-001	category	rhythm	74	20	54	1	0	27.03	1.85	0.0	192.9	0.006276
text-only-google/gemini-2.0-flash-lite-001	subcategory	harmony-absolute	35	7	28	12	0	20.0	42.86	0.0	72.26	0.002486
text-only-google/gemini-2.0-flash-lite-001	subcategory	harmony-relative	36	12	24	5	0	33.33	20.83	0.0	86.73	0.002898
text-only-google/gemini-2.0-flash-lite-001	subcategory	pitch-absolute	38	8	30	0	0	21.05	0.0	0.0	111.75	0.002623
text-only-google/gemini-2.0-flash-lite-001	subcategory	pitch-relative	40	9	31	5	2	22.5	16.13	6.45	688.5	0.002992
text-only-google/gemini-2.0-flash-lite-001	subcategory	rhythm-absolute	37	11	26	1	0	29.73	3.85	0.0	89.16	0.003101
text-only-google/gemini-2.0-flash-lite-001	subcategory	rhythm-relative	37	9	28	0	0	24.32	0.0	0.0	103.74	0.003176
text-only-google/gemini-2.0-flash-lite-001	skill	cadence recognition	19	6	13	3	0	31.58	23.08	0.0	37.84	0.001265
text-only-google/gemini-2.0-flash-lite-001	skill	chord recognition	35	7	28	12	0	20.0	42.86	0.0	72.26	0.002486
text-only-google/gemini-2.0-flash-lite-001	skill	interval recognition	19	3	16	4	2	15.79	25.0	12.5	638.63	0.001359
text-only-google/gemini-2.0-flash-lite-001	skill	interval statistics	21	6	15	1	0	28.57	6.67	0.0	49.87	0.001634
text-only-google/gemini-2.0-flash-lite-001	skill	note length	37	11	26	1	0	29.73	3.85	0.0	89.16	0.003101
text-only-google/gemini-2.0-flash-lite-001	skill	pitch recognition	20	4	16	0	0	20.0	0.0	0.0	47.89	0.00134
text-only-google/gemini-2.0-flash-lite-001	skill	pitch statistics	18	4	14	0	0	22.22	0.0	0.0	63.86	0.001284
text-only-google/gemini-2.0-flash-lite-001	skill	rhythm pattern	19	2	17	0	0	10.53	0.0	0.0	64.41	0.001949
text-only-google/gemini-2.0-flash-lite-001	skill	time signature	18	7	11	0	0	38.89	0.0	0.0	39.34	0.001226
text-only-google/gemini-2.0-flash-lite-001	skill	tonality recognition	17	6	11	2	0	35.29	18.18	0.0	48.89	0.001633
text-only-google/gemini-2.0-flash-lite-001	rel/abs	absolute	110	26	84	13	0	23.64	15.48	0.0	273.17	0.00821
text-only-google/gemini-2.0-flash-lite-001	rel/abs	relative	113	30	83	10	2	26.55	12.05	2.41	878.96	0.009066
