Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
text-only-aggregate-gpt-4o	skill	note length statistics	30	6	24	5	10	20.0	20.83	41.67	2851.79	0.060695
text-only-aggregate-gpt-4o	skill	pitch recognition	30	3	27	0	10	10.0	0.0	37.04	2892.09	0.040282
text-only-aggregate-gpt-4o	skill	pitch statistics	30	3	27	9	10	10.0	33.33	37.04	2953.54	0.039745
text-only-aggregate-gpt-4o	skill	rhythm pattern	30	0	30	11	10	0.0	36.67	33.33	2790.2	0.056825
text-only-aggregate-gpt-4o	skill	rhythm pattern statistics	30	2	28	6	10	6.67	21.43	35.71	2854.76	0.035485
text-only-aggregate-gpt-4o	skill	tonality recognition	21	2	19	2	7	9.52	10.53	36.84	2056.23	0.040727
text-only-aggregate-gpt-4o	rel/abs	absolute	141	16	125	33	47	11.35	26.4	37.6	13486.82	0.221065
text-only-aggregate-gpt-4o	rel/abs	relative	159	10	149	50	53	6.29	33.56	35.57	15047.94	0.238388
text-only-aggregate-gpt-4o	specification	harmony-absolute	21	2	19	9	7	9.52	47.37	36.84	1964.87	0.029612
text-only-aggregate-gpt-4o	specification	harmony-relative	39	4	35	11	13	10.26	31.43	37.14	3767.69	0.064327
text-only-aggregate-gpt-4o	specification	pitch-absolute	60	6	54	9	20	10.0	16.67	37.04	5845.63	0.080028
text-only-aggregate-gpt-4o	specification	pitch-relative	60	4	56	22	20	6.67	39.29	35.71	5635.3	0.08175
text-only-aggregate-gpt-4o	specification	rhythm-absolute	60	8	52	15	20	13.33	28.85	38.46	5676.32	0.111425
text-only-aggregate-gpt-4o	specification	rhythm-relative	60	2	58	17	20	3.33	29.31	34.48	5644.96	0.09231
