Source_Result_Files	Model	Criterion_Type	Criterion_Value	Mean_Accuracy (10 runs)	StdDev_Accuracy (10 runs)	Mean_Unparsable_Percent	Mean_Model_Error_Percent	Sum_Total_Time_s	Sum_Total_Price
results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs42.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs43.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs44.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs45.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs46.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs47.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs48.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs49.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs50.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs51.rep1.res.tsv	Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	1	37.776	14.056	0.0	0.0	1711.51	0.0
results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs42.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs43.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs44.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs45.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs46.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs47.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs48.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs49.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs50.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs51.rep1.res.tsv	Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	10	38.334	19.3252	0.0	0.0	1125.28	0.0
results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs42.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs43.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs44.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs45.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs46.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs47.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs48.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs49.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs50.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs51.rep1.res.tsv	Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	11	16.666	23.5702	0.0	0.0	541.98	0.0
results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs42.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs43.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs44.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs45.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs46.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs47.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs48.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs49.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs50.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs51.rep1.res.tsv	Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	2	48.332	18.3433	0.0	0.0	637.27	0.0
results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs42.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs43.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs44.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs45.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs46.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs47.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs48.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs49.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs50.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs51.rep1.res.tsv	Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	3	38.887	12.0033	0.0	0.0	2495.65	0.0
results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs42.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs43.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs44.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs45.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs46.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs47.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs48.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs49.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs50.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs51.rep1.res.tsv	Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	4	50.001	26.056	0.0	0.0	1944.03	0.0
results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs42.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs43.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs44.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs45.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs46.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs47.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs48.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs49.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs50.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs51.rep1.res.tsv	Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	5	57.78	10.2123	0.0	0.0	1568.37	0.0
results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs42.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs43.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs44.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs45.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs46.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs47.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs48.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs49.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs50.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs51.rep1.res.tsv	Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	6	43.333	28.5457	0.0	0.0	1191.3	0.0
results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs42.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs43.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs44.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs45.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs46.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs47.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs48.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs49.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs50.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs51.rep1.res.tsv	Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	7	47.777	20.3219	0.0	0.0	1787.19	0.0
results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs42.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs43.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs44.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs45.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs46.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs47.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs48.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs49.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs50.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs51.rep1.res.tsv	Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	8	20.0	31.2295	0.0	0.0	1620.44	0.0
results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs42.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs43.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs44.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs45.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs46.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs47.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs48.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs49.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs50.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs51.rep1.res.tsv	Qwen/Qwen3-Omni-30B-A3B-Thinking	meta-question_id	9	71.667	24.9057	0.0	0.0	284.08	0.0
results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs42.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs43.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs44.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs45.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs46.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs47.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs48.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs49.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs50.rep1.res.tsv;results/Qwen_Qwen3-Omni-30B-A3B-Thinking/5/normal/jobid_local.rs51.rep1.res.tsv	Qwen/Qwen3-Omni-30B-A3B-Thinking	category	harmony	47.332	11.9458	0.0	0.0	1951.36	0.0
