Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
text-only-aggregate-gpt-4o	meta-question_id	9	7	0	7	2	2	0.0	28.57	28.57	550.01	0.013732
text-only-aggregate-gpt-4o	category	harmony	37	3	34	15	12	8.11	44.12	35.29	3463.07	0.057982
text-only-aggregate-gpt-4o	category	pitch	36	8	28	7	12	22.22	25.0	42.86	3430.68	0.061732
text-only-aggregate-gpt-4o	category	rhythm	35	3	32	10	13	8.57	31.25	40.62	4028.04	0.060602
text-only-aggregate-gpt-4o	subcategory	harmony-absolute	18	2	16	8	6	11.11	50.0	37.5	1761.37	0.024672
text-only-aggregate-gpt-4o	subcategory	harmony-relative	19	1	18	7	6	5.26	38.89	33.33	1701.71	0.03331
text-only-aggregate-gpt-4o	subcategory	pitch-absolute	17	5	12	2	5	29.41	16.67	41.67	1431.32	0.031993
text-only-aggregate-gpt-4o	subcategory	pitch-relative	19	3	16	5	7	15.79	31.25	43.75	1999.35	0.02974
text-only-aggregate-gpt-4o	subcategory	rhythm-absolute	18	2	16	5	6	11.11	31.25	37.5	1676.87	0.035775
text-only-aggregate-gpt-4o	subcategory	rhythm-relative	17	1	16	5	7	5.88	31.25	43.75	2351.17	0.024827
text-only-aggregate-gpt-4o	skill	cadence recognition	7	0	7	2	2	0.0	28.57	28.57	550.01	0.013732
text-only-aggregate-gpt-4o	skill	chord recognition	18	2	16	8	6	11.11	50.0	37.5	1761.37	0.024672
text-only-aggregate-gpt-4o	skill	interval recognition	10	0	10	3	4	0.0	30.0	40.0	1163.11	0.014878
text-only-aggregate-gpt-4o	skill	interval statistics	9	3	6	2	3	33.33	33.33	50.0	836.25	0.014863
text-only-aggregate-gpt-4o	skill	note length	18	2	16	5	6	11.11	31.25	37.5	1676.87	0.035775
text-only-aggregate-gpt-4o	skill	pitch recognition	11	4	7	0	3	36.36	0.0	42.86	861.86	0.023912
text-only-aggregate-gpt-4o	skill	pitch statistics	6	1	5	2	2	16.67	40.0	40.0	569.46	0.00808
text-only-aggregate-gpt-4o	skill	rhythm pattern	7	0	7	1	3	0.0	14.29	42.86	1164.2	0.01098
text-only-aggregate-gpt-4o	skill	time signature	10	1	9	4	4	10.0	44.44	44.44	1186.97	0.013848
text-only-aggregate-gpt-4o	skill	tonality recognition	12	1	11	5	4	8.33	45.45	36.36	1151.7	0.019578
text-only-aggregate-gpt-4o	rel/abs	absolute	53	9	44	15	17	16.98	34.09	38.64	4869.56	0.09244
text-only-aggregate-gpt-4o	rel/abs	relative	55	5	50	17	20	9.09	34.0	40.0	6052.23	0.087877
