Model	Criterion_Type	Criterion_Value	Total_Items	Correct_Items	Incorrect_Items	Unparsable_Items	Model_Error_Items	Accuracy_Percent	Unparsable_Percent	Model_Error_Percent	Total_Time_s	Total_Price
text-only-google/gemini-2.5-flash-lite	skill	pitch statistics	30	13	17	0	0	43.33	0.0	0.0	108.23	0.010656
text-only-google/gemini-2.5-flash-lite	skill	rhythm pattern	30	10	20	0	0	33.33	0.0	0.0	217.11	0.023649
text-only-google/gemini-2.5-flash-lite	skill	rhythm pattern statistics	30	5	25	0	0	16.67	0.0	0.0	291.36	0.031605
text-only-google/gemini-2.5-flash-lite	skill	tonality recognition	21	8	13	0	0	38.1	0.0	0.0	70.38	0.00704
text-only-google/gemini-2.5-flash-lite	rel/abs	absolute	141	46	95	0	0	32.62	0.0	0.0	885.1	0.094344
text-only-google/gemini-2.5-flash-lite	rel/abs	relative	159	41	118	1	0	25.79	0.85	0.0	1409.86	0.15775
text-only-google/gemini-2.5-flash-lite	specification	harmony-absolute	21	3	18	0	0	14.29	0.0	0.0	208.02	0.023178
text-only-google/gemini-2.5-flash-lite	specification	harmony-relative	39	14	25	0	0	35.9	0.0	0.0	213.92	0.022232
text-only-google/gemini-2.5-flash-lite	specification	pitch-absolute	60	18	42	0	0	30.0	0.0	0.0	290.52	0.031107
text-only-google/gemini-2.5-flash-lite	specification	pitch-relative	60	12	48	1	0	20.0	2.08	0.0	687.46	0.080263
text-only-google/gemini-2.5-flash-lite	specification	rhythm-absolute	60	25	35	0	0	41.67	0.0	0.0	386.55	0.040059
text-only-google/gemini-2.5-flash-lite	specification	rhythm-relative	60	15	45	0	0	25.0	0.0	0.0	508.47	0.055254
